overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
4.0,False,"09 17, 2014",A2Q35HZA9E0CIG,B000VSDON6,Ada Lozada,Good,Four Stars,1410912000,,,
4.0,True,"12 14, 2009",A2DB04F8IRAA78,B000MIXFWA,DALTON JOHNSON,"My PS2 (SCPH 30001 ""Fat"") looked terrible using the standard composite cable into my Sony Bravia tv.  Sounds were popping and hissing and the picture was too dark to enjoy any game I had.
This component cable took care of all of that in a hurry.  That is, after I switched around the two red colored cable ends.  If you buy this cable and you've got color streaks or ghosting.. try switching the red cables around.
These cables brought back crisp pictures and clean sound.  Makes the PS2 playable again and 'durn sexy' on a big screen.  The PS3 looks good, too.

Also, I've seen it a dozen times in the reviews before I forgot that you have to change your PS2 settings for Y, CB/PB, CR/PR.  It only takes 30 seconds to fix that, but if you switch out cables and don't change it from RGB output, you won't hear or see anything.  Easy fix.  You don't have to change the display ratio if you don't want to, I use Full because I paid for a whole tv.  :)

Also, while I'm at it, if you're getting scared out of buying these cables because people are telling you that you PS2 isn't capable of 'progressive scan' output and it won't work, don't be.  None of that is going to keep you from being able to play your PS2 on your HDTV with these cables.  A lot of those reviewers don't know what they're talking about.  There is absolutely no problem with the output from the Fat PS2s.",Smooth Sailing for PS2 again,1260748800,7,,
4.0,True,"01 5, 2014",A2TU57QM0J5G6M,B0016NUZFU,JD Douglas,Bought this quite awhile ago. Have beaten it a few times. Its the only game I've ever gotten every achievement for and none of them are insanely difficult or mindbendingly hard to aquire. Its a bit dated now but I still enjoy it once in awhile.,Good Game,1388880000,5,{'Platform:': ' Xbox 360'},
4.0,False,"05 6, 2016",A2WY8MTMXA8E27,B00JQI471A,Cameron,"Very fun game for the PS Vita. Easily comparable to the gameplay in Monster Hunter, but the story, mechanics, and unique weapons set it apart drastically from the MH franchise. This is also one of the better looking games on the Vita system in my opinion, has a nice presentation and animations are very fluid. If you own a PS Vita this is a must have for you collection.",Fantastic game for your Vita library,1462492800,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation Vita'}",
4.0,True,"09 15, 2014",A21E6QYPBYUUPM,B00004XOM1,Andrew Robinson,Great game! Classic PS1 fun!,Bodying Dinosaurs All Day,1410739200,,,
4.0,False,"11 30, 2015",A1MLR34GKU7N7F,B00VU4J8YY,anonymous,"Decent game, I'm not completely stoked about it but it's defiantly a four or five star game.  I skipped last years cod and came from ghost and I'm pretty bummed out about how they changed demolition mode from ghost.  Now I'm only playing team death match, which I feel doesn't take as much skill or strategy as ghost demolition.  So far only had it for a week, maps for some reason aren't as fun as ghost maps.

I notice they keep messing with demolition mode every year.  Just make it two separate modes please.  One 4 vs 4 with 3 caps, no automatic spawn and the other one larger game with auto spawn and 2 caps.",I skipped last years cod and came from ghost and I'm pretty bummed out about how they changed demolition mode from ...,1448841600,,{'Format:': ' Video Game'},
4.0,True,"12 13, 2016",AD9SZX425F13V,B002ACFZ10,KILLER,good game,Four Stars,1481587200,,{'Platform:': ' Xbox 360'},
4.0,False,"12 9, 2004",A387GJKV8S6BHV,B00002STFD,David Zampino Jr.,"This game was the very first N64 game I've ever played. You're Dash Render a Han Solo like character. This game is a lot of fun, accurate to the book, and has the best debugger cheat I've ever seen. There is a three ship levels where you're in the Outrider(Dash's Ship) or a snow speeder. There  is four camera modes so you can play it either James Bond first person style or Laura Croft Second person style either way it's fun. Your choices of weapons are aewsome, from laser, to seeker(a heat seeking gun), to disrupter(half grenade, half atom bomb this bay will fry everything including Dash). A great game that doesn't waste your money.",A Game That is a Lot of Fun with Cool Cheats,1102550400,,,
4.0,True,"10 7, 2011",A128BHG3TCW2ZU,B000WMEEBC,PB,Good game with good and easy to use design and interface.  Can get a bit repetitive but I am sure once I increase the difficulty it will get much more challenging.  Love all the different historical figures and architecture.  Overall a good game that any age can play.,Civ Rev Review,1317945600,,{'Platform:': ' PlayStation 3'},
4.0,True,"02 18, 2007",A3K5NZJWQPX6S6,B000K1CS5Y,J. C. Arizaga,"I get the impression that the controller was rushed into production. A lot has been said, so I'll try to be objective and here are my pros and cons:

PROS:

- Wireless!

- Lightweight

- The PS button on the middle was a good idea

- It lasts long enough to enjoy your games

Cons:

- Rumble pack feature has been removed.

For those of us that had used the PS2 controller for years now, you really miss it. I would definitely trade the Six-Axis feature for my rumble pack. Most of the games out there don't really support the feature, and if they do, it's very basic. Plus, is not as precise for racing games as joystick pad, especially for a game like GT. Wii controllers are far superior and have the rumble feature included.",Miss the rumble feature...,1171756800,2,,
4.0,True,"11 14, 2012",A3QYCGVIZSO97E,B005IU8A5O,John A. Zapetis,"We have had our Kinect sensor since they first came out and have always had issues mounting the ideal position for it.  We have had it under the set, under with zoom, and above the TV.  Our makeshift mount for the above the TV worked at first as we have a Samsung 55"" Touch of Color TV that has a glass bezel frame.  Most commercial mounts didn't appear that they would fit our set.  However, when we found this model of Kinect Mount at low cost, we had nothing to lose.  We got it in a plain packaging, no instructions.  However, it was the greatest thing as it met all the needs we could've hoped for.  The photo makes it look like cheap knockoff plastic design.  It is not.  It's the sturdiest thing we've tried so far and even has locking clips to secure the sensor to it.  Repositioning is a breeze!  Try it!",Works like a charm!,1352851200,34,,
4.0,True,"08 10, 2016",A4EEB2K6RYIHL,B00005MO5G,Elaina,"Took a few blows before it would work. But once it works, it works.",Four Stars,1470787200,,,
4.0,True,"05 25, 2011",AUNBHG6AVL8MO,B001URRH0S,Playstationcollector7,Not a very long game but i enjoyed it and have replayed it once payed 13 bucks well worth it,Fun game,1306281600,,{'Platform:': ' PlayStation 3'},
4.0,False,"04 24, 2012",A7BG8D790MLNN,B001KWFBG0,James Skemp,"God of War was a pretty good game, but the game made popular quick time events, which I absolutely despised.

When I saw Ninja Blade at a used media store I was taken back by how little it cost, for what seemed like a fairly enjoyable game, similar to Ninja Gaiden (note: Ninja Gaiden 2 for the Xbox 360 is kicking my butt, but I fully plan on finishing it, have picked up Sigma for the PlayStation 3, and am semi-interested in picking up others in the series).

When I popped it in I was impressed with the visuals, and then the quick time events started. And they never stop. If you're as poor at quick times events as I am, expect to have approximately half your time taken up by them. Of course, I kid, but only slightly.

However, after finishing Ninja Blade, I was actually rather happy with the game, and can absolutely see myself putting it in in the future to pick up some of the achievements (less than half) that I'm missing. Sure, the quick time events are harsh, but the ability to replay them with little ill-effect tones the frustration down.

I also rather liked the story, which reminded me of The Third Birthday and Drakengard (keeping in mind that I read an English translation of a Nier book).

With the exception of weapon switching, which is mostly due to the 360's inferior d-pad, the game was also rather fluid, suffering from only a bit of slowness at extremely 'intense' periods of activity.

If you like Ninja Gaiden's game play, and aren't afraid of fairly intense quick time events, definitely give Ninja Blade a try.

4 of 5 stars for a difficult, but rewarding, and replayable, game.","A *lot* of quick time events, but an overlooked gem",1335225600,,,
4.0,False,"10 22, 2008",A2YF3C75ZMYLQS,B00149NCYW,M. Browne,"I've read a lot of positive and negative reviews myself, and most are fairly accurate.  There's definitely a niche of gamers that this will really apply to, but should still be a worthwhile purchase (or rental for those who can play for a week straight) for any RPG fan in general.

The story is by far the strongest point.  There will be times that make you cry, times that make you laugh, and times that make you so raging mad that you forget a certain character is fictional - like a good book.  Great cinematics, great voice acting, great plot.

The combat is fairly hit-and-miss (no pun intended).  It took me until my 15th hour of playing to really figure out how to use combos and party orders (focus, combo, free, etc) to my advantage.  Learning how to get some HP and MP back by using ground combos was very important.  However, there is rarely a chance to take advantage of Connect skills, since you can't call for healing while connected, and battles are too fast or too on-the-edge to bother with another character's skills.  Many of the boss fights are great and very challenging - sort of from the Kingdom Hearts genre.

One major disappointment, although I am still a good 5 hours from the finish, is that the game brings strategic situations into play with a flourish, then all but ignore them for the rest of the game.  The first hour of play is heart-pumping escaping and racing the clock, then soon after that is a great siege scenario... then it drops off to the occasional ho-hum ""win before time runs out"" scenario, if at all.  They could definitely have taken advantage of multi-party situations more - so far there has only been one (absolutely fantastic) section where that occurred.

I couldn't be happier with my purchase, though, and the only reason I probably won't play through it again is that so many good RPGs have come out or are coming out for the 360 - Vesperia, Last Remnant, Fable II, etc...  hard to keep up with!","Rough around a few edges, but very well done",1224633600,24,{'Edition:': ' Standard'},
4.0,True,"12 7, 2010",A3GNL2F86PUZZ6,B0013KK84O,"T, Shook","I loved the movie and the game was good too, but i did find that the game had some control problems, the camera angle was sometimes a problems in hard to get places in the game. but the overall game play and story line is great. the graphics are great and its fun to play as a tiny robot..lol.
this is a good game for someone who has played video game and can handle the frustration at times with the controls and camera angle.",Wall - E,1291680000,,{'Platform:': ' Nintendo Wii'},
4.0,True,"09 15, 2016",A85TM2Q473NN,B00MEXP4QG,GI GI,they like it,Four Stars,1473897600,,{'Format:': ' Video Game'},
4.0,False,"07 7, 2009",A15OGDJS69EUCP,B001R3UX42,T. Snyder,"For some reason, to me, Golf has always translated very well to the consoles. This even dates back to when I would play the NES game ""GOLF"" which was a favorite at our house - heck, even my dad would play that.

There's not that much difference year to year, so if you have the prior year's version I could not justify the $60 for minor upgrades and such. However, if you're new to the PS3 console or new to the sport, this is a good one.

As far as positives go, I really like the way the clubs handle as far as the swing itself goes. The analog stick works well. It's very easy to learn and control and hit decent tee shots. Also, surprisingly, I like the new putting system. I'm not very good at it, but it's easy to use, easy to handle. The create-a-player is very good too.

As far as the negatives go, in the create-a-player career mode, some of the putting greens are maddeningly challenging. Some of these are nearly impossible on the higher-stakes tournaments. For a casual gamer like myself, it can be frustrating.

The ability to play online against someone else - especially someone else's create-a-player - is really fun too. It's a great way to pass the time rather than just playing by yourself, locked away in your basement. So a big plus for that.

Overall it's a great game and highly recommended to those new to the PS3 or who don't have a prior Tiger Woods game. If you have a more recent Tiger, I can't say this new one is leaps-and-bounds better than the previous years.",Tiger Woods 10 PS3,1246924800,12,{'Format:': ' Video Game'},
4.0,False,"06 5, 2016",ARV8YCGA5XNDT,B00WS4W9OQ,Alex D.,I'd give it a solid 6/10.,Four Stars,1465084800,,,
4.0,False,"03 28, 2012",A2QHS1ZCIQOL7E,B000FSQD9Y,Richard Baker,"The Good: Great visuals and voice acting, decent story, fun deep combat, lots of upgrades to get, tons of items to use

The Bad: Little in variety of enemy types, very linear, combat is tedious after awhile, semi-poor level design, HL2 engine is starting to look old

Before I start here Dark Messiah suffered bad reviews because of all the terrible bugs that launched with the game. now that 2 1/2 years have passed Dark Messiah's bugs have been pretty much been ironed out and you now have a pretty fun action RPG. Before I start explaining the game DM uses the Half-Life 2 engine so you can expect some wonderful graphics and effects. DM uses the HL2 engine very well, but the engine is a bit supped up so you'll need a fairly beefy rig to run this game. If you computer was being pushed with HL2 then your computer will have a hard time running this game. I also have to mention that DM felt a lot like Oblivion Lite in the sense that it is set in Medieval times, melee combat is first person, and the art style is a little like Oblivion (not as unique of course).

You play as a young protagonist named Sareth and you must stop the evil Arantir from using the Skull Crystal and bringing the Dark Messiah back to life. You have a choice to either stop him yourself or let the Dark Messiah live on. The story is actually fairly interesting and will keep you on the edge throughout this 15-20 hour adventure. Now DM is a linear RPG (it's not free roaming like Oblivion), but makes up for it with a intricate combat system. You have about 30-40 different item slots and you can carry things from health, mana, weapons, magic etc. As you progress through the game you will earn skill points for completing objectives and you can upgrade a variety of things from endurance, health, stealth, archery skill, learn new skills such as heal, fire arrow, freeze, sanctuary etc. There's a lot to learn and you won't upgrade 100% in a play through. You can either concentrate on being a Knight, Mage, or Archer or just go down the middle.

There are a variety of unique weapons you can pick up throughout the adventure such as the awesome rope bow (shoot an arrow at any wood overhanging and a rope will come down), ice staffs, flame swords, poison daggers, and even a cool electricity shield that stuns enemies when they attack you. Now there are no shops where you can buy things so everything has to be picked up throughout the world. This keeps the action constantly going, but will disappoint people who are used to having stores in their RPGs.

Combat consists of left clicking for your basic attack, but if you hold it down you do a Power Strike and whether or not you strafe, move forward, or backward will determine whether it's a side swipe, impale, or overhead strike. This can let you easily dodge attack and quickly strike back. You can use the right mouse button to block (and when you get the ability) left clicking to knock enemies back. Hit enough bad guys and you'll get your adrenaline bar up and this results in a gory slow-mo instant kill. This applies to all weapons and each of them have their own unique advantages to them. You have a kick button and this is great when you are on a ledge so you can just kick them off. Every so often you'll find spike beds on walls you can impale enemies on, also you'll find traps that can be kicked down to crush enemies.

While the combat is really fun and you can do a lot with it; it will get repetitive after about half way through unless you use different weapons and toss things up. Every so often you'll find a blacksmith room where you can add bars of metal and forge your own weapons. Now when it comes to enemies there aren't to many of them (knights, undead, spiders, necromancers, evil demons) and that's about it. They are mixed up a lot, but you still can get bored of them after awhile.

Every so often, though, you will get a great boss fight and these are huge creatures that require key items in the environment to kill them. These are pretty awesome and are very satisfying to take down. My biggest complaint must be the level design. A lot of times you won't find most of the hidden secret areas since they aren't even in places you'd remotely think they'd be in. There will be times you'll wonder around for over 30 minutes in the same place wondering where to go and this has to do with poor level design. The levels are very linear, most of the time dark, and really hard to navigate. Other than this Dark Messiah is a pretty good game, and you can even get it off Steam for $10! I highly recommend Dark Messiah to any action RPG fan.",A very entertaining RPG,1332892800,8,{'Platform:': ' PC Download'},
4.0,True,"10 24, 2015",A1FDEOR3XZWXTH,B0029MAXR2,Sheltdawg3,More Ninja Actions but not as hard as the first one,Ninja Excellence,1445644800,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
4.0,True,"05 11, 2016",A1YBLPSMIYHF3U,B00Z9LUEGA,J. Butler,"I picked this game up based off of a lot of comparisons to Persona 4 Golden. I really enjoyed that game and thought I would give this one a spin. Now in reality, how close in likeness are the two games? Well they both have high school students as the main characters, there are social links you can develop when you spend time with people outside of main quests, there is a quick movement option via the [ ] button, the old schoolhouse in Trails of Cold Steel is very reminiscent to the dungeons in Persona, and then there are the general RPG elements they both share (equipment, leveling, turn based battling). I'd say they are similar enough to recommend this game if you enjoyed Persona as well.

Now onto the main review!

The game looks really nice on the Vita. There is also a PS3 version available, but I was more interested in playing on the go than having HD graphics. Even when you look at videos comparing the graphics, there isn't that much of a difference. Besides, you probably won't even notice on the Vitas screen. Now, if you pop the game into your PSTV, that will probably look pretty crappy.

The music is a real stand out for me. Lots of great theme tracks that are extremely catchy. I would even compare them to some of the best FF tracks. They are really quite something. The voice acting is a little wonky at times. Some of the emoting falls a little flat or sometimes over the top or there is just no VO at all. It is pretty serviceable for the most part.

Controls are good. Dual joysticks make the game a joy to play on the vita. You control the camera with the right and you move your character with the left. R trigger lets you run and the other buttons do what you would expect.  Touch screen controls are pretty minimal. I am pretty sure you only need to use it when you are saving.

Story is good for the most part. Nothing mind blowing, but it is keeping me engaged so far  I am only on chapter 3 so I don't have a full aspect of the story. I heard the ending is a little anticlimactic, but I guess that would explain the sequel coming in September.

As fun as the game is, I do have a few issues with it the hurt the rating slightly:

1. Despite textures and character models to be rather decent, their bodies are extremely rigid and usually unexpressive during dialog. They sit or stand awkwardly with their arms at their side almost 99% of the time. Dialog scenes can get a little dull when you are watching mannequins talk to each other.

2. There are too many points where you watch a cut scene or have some dialog, then you move a few feet, only to have more dialog or another cut scene. Was it really necessary to have me move the character just to interrupt?

3. The load times can get very tedious. They happen when going into and out of battle and whenever you enter a new area. They range from 4-7 seconds. That doesnt seem like much but it does add up after a couple hundred battles.

4. The blade card game is total bull. You play it any time you are on the train to your field study. You can challenge the people you are riding with, but I will guarantee you will lose. You think it is a simple game of War with a few wild cards thrown in, but the computer always seems to get super lucky.  Everyone wrecks me, there doesnt seem to be any way to play an easy opponent  everyone is good! It gets lame when the comp uses three bolts and you lose because all you have is a mirror card. Fun. At least you still get battle link points despite losing.

5. The game doesnt get laggy during gameplay, but there are weird dips and stutters when the camera pans during cut scenes. It is not really game breaking, but it is slightly noticeable sometimes.

The limited version is very nice. The box is very sturdy and it comes with a thick softcover art book. There are some spoiler points in the book to be wary of, so it is recommended to read after you finish the game. There is also a pin, but that is not that exciting. There is also room in the box for the other game coming in September

All in all, I would definitely recommend this game. I would say to get the PS3 version as the limited edition is about 15$ cheaper right now. There is cross save for the game, so if you end up getting the vita version you can transfer your save to play on the go.",Very Solid Game,1462924800,9,{'Format:': ' Video Game'},
4.0,False,"10 22, 2010",A2JSLC9F2VWPFZ,B000JGVC48,Jandsm,"Why should you buy it:
It is slightly cheaper than the more complete version of the game:  ""Tribes of the East.""
It has the word's ""Don't Panic"" printed in large friendly letters... okay I'm kidding.  :)
You like playing campaigns, or single player (The campaign isn't bad.)
You like the Heroes of Might and Magic series.
You like turn based RPG games with lots of stories.

Why you shouldn't buy it:
They fixed very few bugs after it was released (If you can't stand bugs, don't get it)
They made a complete version of the game that is much less buggy:  ""Tribes of the East""

I'll now leave it up to you to decide if you want it or not.",Why you should and shouldn't by this game,1287705600,,{'Platform:': ' PC'},
4.0,False,"11 24, 2014",ARK58HI8342MJ,B00LSBNSJA,Stephen L. Noe,My only knock on it is that it doesn't rumble.  It is lightning fast for smash bros U.,Very fast controller that doesn't rumble.  Kind of like wavebird experience.,1416787200,,{'Color:': ' Yoshi'},
4.0,False,"10 15, 2013",A1IZJKV6EEUZ5E,B00CQ7CIMS,Hoosier,"I know this is for the stand-alone version of the game, but I played this game as the download version; it's the same content.

Personally, I view this more as DLC as I think the Mario campaign is the primary game-play people should experience first, before playing this.

Super Luigi U is one of the best bits of console-based dlc that Nintendo has done.  Some criticize that they just altered the Levels from NSMBU.  Who cares!? the level design from the Mario version is amazing and is super fun.  The altered physics and altered levels make this worth every penny to me as the whole game plays differently, and there is an added time constraint; making continuous progression a do-or-die scenario.  It's super fun and now that me friend and I have 100% completed the Mario campaign, we're going to try to do it for Luigi U (yea the thought scares me a bit).

My only complaint, is that they could have at least re-worked the bosses too.  Knowing how to out-fox the same bosses moves (If you played Mario Bros U) sort of takes away from the end of world reward, but it's still fun nonetheless.

I recommend that people supplement their New Super Mario Bros U game with this Super Luigi U DLC.",Super fun DLC,1381795200,,,
4.0,True,"01 2, 2015",AIXJYJ7A58RMQ,B001811BUI,Steven M Scalf jr,I love symbiotes!,Four Stars,1420156800,,{'Platform:': ' Xbox 360'},
4.0,False,"02 7, 2016",A3173EX94IM9FS,B00CHGYUE2,SkyBoe,"The story is great and offers a lot of choices to direct the story. I for one (as many others) hate a few aspects of the game, personally I don't see the point of zombies in a war game. Zombies are better off in Silent Hill in my opinion. Black Ops II is one of the betters in the series and it takes playing a few minutes into the round to see why. It's engaging and fun and downright addictive playing multi-player or on your own.",Best COD,1454803200,,{'Format:': ' Video Game'},
4.0,True,"06 16, 2016",A1H1C59SQDL7TC,B000WEQL02,Nikki,"Really good first person shooter, good weapons, and cool story. Also new armour.",Four Stars,1466035200,,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
4.0,True,"01 6, 2014",A1ECHF5SFRRVWB,B0073L0W7K,EddieRay,"I purchased this during the Thanksgiving holiday sale, for peanuts, and it has reminded me that I've been missing a good WW2 flight sim.  There are quite a few functions to control with the airplane, the cameras, the menus, the wingman commands, etc.  So... you'll want a decent joystick with a POV and LOTS of buttons.  I use the Logitech 3D Extreme Pro USB stick.  It took me a good hour or two one evening to go through all of the functions and figure out how to map them to the buttons and the POV (hint: use combinations - hold button 7 and UP POV to put the camera in the cockpit, etc.).  I've played through all of the training missions and started in on the campaign.  The graphics are nice and I get that felling of FLIGHT that I've been missing for the last several years, since I played Air Conflicts and went through the entire game in just a few nights.  I'm playing in ""arcade mode"" for now.  It's challenging enough without making it be too much work (i.e. not fun).  This game would be a good one for those of you who have the flight stick with the extra throttle stick + array of buttons.  It runs great on my Acer V3-771G laptop with high detail... I like to hook it to my 42"" TV for Full HD, big-screen goodness and some big stereo sound.",Get yourself a joystick with LOTS of buttons...,1388966400,,"{'Edition:': "" Collector's"", 'Platform:': ' PC Download'}",
4.0,False,"06 17, 2015",AH1OBBV8ETXEX,B00WTI3JPE,Carl Wang,"This game is amazing, an obvious contender for RPG of the Year and even Game of the Year. Characters are numerous and well written. The world is breathtakingly beautiful and absolutely gigantic--you can spend 50 hours and not get anywhere close to the end. Yet even with so many things to do everything feels wonderfully detailed. The PS4 version manages to pull of a stunning world for the most part, despite occasional lagging and stuttering.

That said, there is a slew of glitches. This is the most buggy game this side of Skyrim. Some glitches are funny, like when body parts vanish and NPC's teleport during cutscenes; others are irritating and sometimes crippling. The first 3 times I played I could not get past the opening cutscene and had to reinstall the game. NPCs get stuck or refuse to talk, forcing you to reload or abandon quests. Some map markers are wrong or misleading. At one point I became unable to use magic. All of this might be fixed in later patches, but for now they do put a damper on the gameplay. Glitches are inevitable in vast open world games, but for a game with so much to do, I kind of wish they didn't make the world so big and instead spent a little more time debugging.",Amazing Game Marred by Glitches,1434499200,4,{'Format:': ' Video Game'},
4.0,True,"12 29, 2013",AHT34BRYFBFT1,B000TK99OO,hewimp,"I Collect Racing Games so had to get this one
Son wanted a Copy so i get more of them",bike,1388275200,,{'Platform:': ' PC'},
4.0,False,"12 22, 2008",A2XL29563HU8T8,B0012N8WXQ,Gabriel,"Ever since Crystal Dynamics took the tomb raider franchise thingss have changed a lot for Lady Croft, no longer you'll find yourself chasing treasures without sense, it is all about her parents now and that has been Lara's motive ever since, which is great. Enviroments are more open here, underwater stages are huge and I mean HUGE, with water flows to keep you in the stage limits, enemy IA is not that fluid but it does it work. The new motion capture moves make Lara to look more realistic than ever, glitches around the corners and some places in thee stage are there and some other little things.  To make this short the game is a solid Tomb Raaider adventure which is fully enjoyable even with little issues in the technical areas, I highly recommend it but, if you are a Lara Fan it's a must!",Lara by,1229904000,,{'Format:': ' Video Game'},
4.0,True,"07 3, 2013",A1ZQ29CWKO9I9M,B007VIYQUY,strongmac8,full of  fun for my daughter hayley shaye nicci strong!!! recommended for all kids! one of the best 3DS games yet for girls.,full of fun!,1372809600,,{'Format:': ' Video Game'},
4.0,True,"07 13, 2013",A20SAWAHSUCZWG,B004OQNZY4,Di,My 6 year old grandson likes this game. It's not his favorite but he plays it once in a while.,Cute game,1373673600,,{'Platform:': ' PlayStation 3'},
4.0,True,"03 4, 2014",ABH741JTXOZZN,B001GM6C26,Toni,"Nice puzzle game, typical WII graphics and the control are very easy. story line was cute too. no compliants here.",Cool puzzle game!,1393891200,,,
4.0,False,"05 18, 2008",A1XP11GZXXXSJ6,B000HCQK0A,Peter Gavin,"Overall, a very good game. Even though I got it because of the Halo 3 Beta (long expired), I very much enjoyed playing Crackdown; although it did take me a while to beat.",Crackdown,1211068800,,,
4.0,True,"07 2, 2014",AXUY70HRR7OY0,B00EEMLMW0,Silvana Gavino,Good to buy if you want the dlc,Four Stars,1404259200,,"{'Edition:': ' Hardened', 'Platform:': ' PlayStation 4'}",
4.0,False,"03 25, 2014",A1ICREREXO9J81,B008MO6BMW,Frustrated gamer,Tank tank tank is a weird yet straightforward game your in a tank fighting giant mechanized robot monsters that resemble a Godzilla movie. he graphics are good just nothing spectacular. simple graphics that are somewhat colorful. The game controls are simple you point your tank at the enemy and shoot while power up shots are thrown out giving you super ability for a short while like missiles or lasers. The monster will attack you and pick up your tank you while then mash n buttons to be freed or if in multi player the other player will help. You earn coins to unlock new levels and tanks which adds variety as well as you are scored at the end of the match. If you go co open missions the 1st player uses the game pad screen while the 2nd uses the TV. Multi player mode also consist of one player versus the other 3. The one player will play as a king Kong style robot trying to smash the other players that are in tanks. The funny thing about this game is you get to take a picture with the game pad of your face to add it in the game. The sound is average. The story is presented in Japanese anime style Godzilla type movie. This game is fun I owned it for over a month and still enjoy it. It is an arcade game so keep that in mind. Its a pick up a play type game.,Arcade shooter with a little variety,1395705600,,,
4.0,True,"08 5, 2014",A2RQZNIICPT3AJ,B000047GEI,bob,It OK,it ok,1407196800,,{'Format:': ' Video Game'},
4.0,True,"02 22, 2015",A1RWZ7SXKP8VWO,B00BGA9Y3W,Manny R,"Destiny was a very hyped up game and Activision and Bungie have delivered something unique. Destiny's open world, challenges, customization, and combat system add for a fun experience that is very entertaining and challenging. The games visuals are great too, especially on next gen consoles. However, playing the game solo is very difficult and not playing co op is not a good idea. The game also lacks in missions, as the campaign is quick and there are daily challenges that tend to get repetitive. Overall, Destiny is a game that should only be purchased if you own a next gen console and have friends to play with. And now at $40, it's a great way to get started.",FEBRUARY 2015 REVIEW,1424563200,,{'Format:': ' Video Game'},
4.0,False,"12 18, 2015",A2LNBTN5CDN0TQ,B00Z7V9P8K,Boxcar,"Rocksteady delivers their most ambitious Batman title to date. The climactic ending to The Dark Knights story is going out in a bang, with a few speed bumps along the way. It is all centered on Batmans most notorious foe, Scarecrow, who is threatening to unleash a huge dust cloud of his deadly fear toxin. This causes the citizens to quickly leave Gotham City and leave Batman to do his thing while all the thugs and low-life stay behind and attempt to take out The Bat.

The game opens up with The Joker being thrown into a cremation oven, reaffirming that The Joker is indeed dead. That doesnt mean that the clown is gone though. Throughout the game Batmans psyche is slowly breaking down with all the combat and attempts to do what is right, it definitely takes a toll on Bruce Wayne. This is represented with The Joker making random appearances in Gotham, taunting Bruce and constantly jabbing him in his side with twisted, psychotic words. The game is very narrative focus and does an excellent job telling its story with fantastic cinematography. As Batman attempts to takedown Scarecrow he is encountered by a new mysterious villain, the Arkham Knight. A highly skilled fighter with military gadgets at his disposal, this character knows a whole lot about Batman, calling him out on how predictable he is and where exactly to shoot at on his body armor. You eventually uncover the truth behind this proficient fighter and what his motives are as you further into the decent into madness.

The help of the new-gen systems gives the city life with chaotic anarchist roaming the litter filled streets as police attempt to chase down criminals in high pursuit car chases. The visuals are stunning with Gotham giving off a moody atmosphere as the city is in the process of crumbling down. The pebbles of rain bounce off Batmans suit as he sits high above the skyline planning his next move to take down the evil within the city. Believable voice work from excellent voice actors bring the characters to life even with a tad bit of cheesy dialogue.

The fluid combat system is still intact, requiring you to pretty much button mash and quickly respond to certain queues in order to counter-attack, disarm or avoid an enemy altogether. Its simple yet very satisfying to be outnumbered 20 to 1 and completely wipe out an entire room. A new feature is the ability to do a duo takedown, what this means is occasionally you will run into one of your allies. Whether it is Robin, or Night Wing theyll team up with Batman to take down a handful of thugs. While the duo is in the middle of a battle they will initiate a team up to knockout the vandal, at the same time this will switch you into the role of your ally. It is a nice little feature that can give you a break from playing as Batman, even though the characters pretty much all play the same.

The biggest thing Rocksteady was keen on showing everyone was the addition of the bat mobile. Being able to cruise around Gothams street while firing up the thrusters and taking out the menacing hoodlums is handled well overall. I never found myself getting stuck up on walls because the armored vehicle takes out chunks of concrete on impact. A huge emphasis on the bat mobile is the fact that it can turn into a tank. This mechanic, while cool in concept (and for the first couple of times), gets pretty old fast. More towards the end of the game do they really start to shove the tank gameplay down on you, which is really the only downfall in this game.

Final Word
Rocksteady has taken a licensed product and proved to the gaming world that it is possible to make something extremely great. Not once, not twice, but three times. The city of Gotham glistens with chaos as rain pours over the beautifully detailed skyline. Batmans story will keep you hooked and comes full circle with a great ending. Even with tedious tank missions and the occasional cheesy dialogue from certain villains, Arkham Knight is a new-generation experience fans should check out.",I. Am. Batman!,1450396800,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
4.0,False,"08 26, 2010",AUU4G4TASZUWV,B0014X7SQ6,Nik Blach,"I could complain a bit about the mechanics of the game, having a constant roulette deciding how much help you get in each fight and how often you level up is a little silly... But, it's great.  It plays great, and if you've played Final Fantasy VII than you must play this game.  It doesn't only play through a few obvious scenes that you're expecting but it also expands the story and makes you fall absolutely in love with Zack.
If you haven't played Final Fantasy vII it may still be enjoyable... but, I'd recommend downloading that first on the PSN for 10 bucks, playing through it, and Then going back to this game.",Great experience,1282780800,,{'Edition:': ' Standard'},
